,customerid,Country,State,LGA
3400,8a858f275c451af5015c545fdacf532b,Nigeria,Akwa Ibom,Uyo
3401,8a858e675c3fe0a1015c49af1dd366b0,Nigeria,Lagos,Ikorodu
3402,8a858f7d5a5bd94e015a5bee65da09bc,Nigeria,Lagos,Alimosho
3403,8a858f755af28150015af5534c2e15ce,Nigeria,Lagos,Lagos Island
3404,8a858ee65be8d42d015be92609c12873,Nigeria,Kwara,Ilorin East
3405,8a85886e54beabf90154c0a29ae757c0,Nigeria,Oyo,Ibadan South West
3406,8a858e35589c0ac00158ac0e5c0839b7,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
3407,8a858eef5554890501557311a4ae79d6,Nigeria,Lagos,Eti-Osa
3408,8a858ea55ac1546c015ac21a1ee20afa,Nigeria,Oyo,Ibadan North
3409,8a858ec75bfd77c4015bfda261b10b09,Nigeria,Lagos,Eti-Osa
3410,8a8589ec542eaa89015443b229544ffe,Nigeria,Lagos,Oshodi-Isolo
3411,8a858fbf5b3a0b46015b3a7f3adc423f,Nigeria,Lagos,Ikorodu
3412,8a858f965c6950da015c78a9a70335f9,Nigeria,Kogi,Ankpa
3413,8a858fae57a00f390157ab0ad5915819,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
3414,8a858eac5c451942015c53f18acd04c7,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
3415,8a858eea5d1d99d3015d2cbec08b2a24,Nigeria,Oyo,Ido
3416,8addcb0645aff34b0145b25fe1616ee0,Nigeria,Lagos,Surulere
3417,8a858f275c451af5015c5384d0fb5ec0,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
3418,8a858f025bd49f21015bd8590bd83fe8,Nigeria,Edo,Esan West
3419,8a858fc15cd06c32015cd429b6951f35,Nigeria,Lagos,Alimosho
3420,8a858fe05784e62901578684e3720c00,Nigeria,Lagos,Alimosho
3421,8a8589595384a8530153977b118e725e,Nigeria,Lagos,Eti-Osa
3422,8a858ece5d1e42c3015d25eb4ac011d9,Nigeria,Rivers,Obio/Akpor
3423,8a858ed359fe43b10159fe9d723f243d,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
3424,8a858eff55a090650155b7b1624119ab,Nigeria,Lagos,Kosofe
3425,8a858fa3586d20e001586e10a33b6821,Nigeria,Lagos,Eti-Osa
3426,8a858ff25a6a19ee015a6acc4a986c80,Nigeria,Lagos,Ikeja
3427,8a858eb45c11f9e4015c1515eaf66aa5,Nigeria,Rivers,Obio/Akpor
3428,8a858fd85b685607015b6ce657912f6d,Nigeria,Ogun,Shagamu
3429,8a858ed25bf83782015bf8d4e8d73474,Nigeria,Federal Capital Territory,Bwari
3430,8a85892854a059ed0154b7fa21486170,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
3431,8a858ef7598334a2015983e07e9e3a2d,Nigeria,Ogun,Obafemi-Owode
3432,8a858e715bd3fa19015bd8374ee8611d,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
3433,8a858f665c2142a0015c347de1307886,Nigeria,Oyo,Ibadan South West
3434,8a858f03582a54c301582f3054b402ce,Nigeria,Bayelsa,Yenegoa
3435,8a858fa05cf48427015cf4d2ebec2db5,Nigeria,Kano,Fagge
3436,8a858fba5cd5feee015cda6c1ed22803,Nigeria,Bayelsa,Yenegoa
3437,8a858fc55b00e79e015b022a1350012b,Nigeria,Lagos,Amuwo-Odofin
3438,8a858eb85886bdc30158acf926932eda,Nigeria,Lagos,Ikeja
3439,8a858e1d5b2510b2015b300034ae4eef,Nigeria,Lagos,Amuwo-Odofin
3440,8a858e105bd92644015be812e5683388,Nigeria,Rivers,Obio/Akpor
3441,8a858e795b204ffc015b20b002161c85,Nigeria,Rivers,Obio/Akpor
3442,8a8588dc536a141301536b50d8aa10b5,Nigeria,Lagos,Kosofe
3443,8a858f965bb63a25015bc2ddf2577416,Nigeria,Ogun,Ado-Odo/Ota
3444,8a858e585693982b0156abe3e8851678,Nigeria,Lagos,Badagry
3445,8a858ef45be99ccb015bec641b5203ce,Nigeria,Lagos,Surulere
3446,8a858f4655ca643c0155d12f9e3b0e69,Nigeria,Edo,Etsako West
3447,8a858f1b5b256bc9015b2f810016616c,Nigeria,Abia,Umuahia North
3448,8a858f295c8d307f015c92f962ed63c8,Nigeria,Rivers,Port-Harcourt
3449,8a858f5f5b39bb0c015b3b16c0d931ad,Nigeria,Akwa Ibom,Uyo
3450,8a858e2155defefd0155ed6d112c6b55,Nigeria,Ogun,Ijebu Ode
3451,8a858ee0560bc0770156147da1c27409,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
3452,8a858e6f5cd5e874015ce6601edf7c48,Nigeria,Ogun,Ado-Odo/Ota
3453,8a858e725c3ae262015c3e74c7e52155,Nigeria,Kogi,Adavi
3454,8a858ed55bafadc7015bb15979d1553e,Nigeria,Rivers,Obio/Akpor
3455,8a858f5e5bedf32a015bef9e533d6df6,Nigeria,Lagos,Oshodi-Isolo
3456,8a858e205af28299015af50a799745c5,Nigeria,Oyo,Egbeda
3457,8a858eba5b681df4015b6cadb5ad434e,United Kingdom,Carmarthenshire,
3458,8a8589a7545186b10154616da2b91f01,Nigeria,Osun,Ede North
3459,8a858efd5b39cf3d015b3a347f8a469f,Nigeria,Lagos,Alimosho
3460,8a858fcf558237b40155865605853ffb,Nigeria,Lagos,Ikeja
3461,8a858f595ccb6f86015ccf6d152f4e87,Nigeria,Ogun,Ijebu Ode
3462,8a858fa3552ae1120155486928255fc1,Nigeria,Benue,Makurdi
3463,8a858e0256b781d80156c6df35664c92,Nigeria,Ogun,Ipokia
3464,8a858eb65b19b654015b19d9d5aa1ba1,Nigeria,Bayelsa,Yenegoa
3465,8a858e2d5bb55d46015bc56e31b02869,Nigeria,Lagos,Ibeju/Lekki
3466,8a858e705668e16701568ce4c9c06918,Nigeria,Lagos,Kosofe
3467,8a858f0b5b5ddd79015b5f63003e7750,Nigeria,Oyo,Ido
3468,8a858e0256b781d80156c20e3b025c59,Nigeria,Lagos,Lagos Island
3469,8a858eae5a42129d015a421fa6270603,Nigeria,Lagos,Eti-Osa
3470,8a858e935b496584015b496a6fde01f6,Nigeria,Lagos,Ikorodu
3471,8a858ef85cf9e152015d08e74fc66452,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
3472,8a858fc15b68ba6a015b71108e115250,Nigeria,Ogun,Obafemi-Owode
3473,8a858e705668e167015685e1e07c19d4,Nigeria,Rivers,Obio/Akpor
3474,8a858ed35cd57328015cd579d99904b0,Nigeria,Lagos,Ifako-Ijaye
3475,8a858ed158f3044d015906884426348c,Nigeria,Lagos,Kosofe
3476,8a858ee65ba51327015ba51f11220393,Nigeria,Ondo,Akure South
3477,8a858fb85b81c658015b81c8079a01b6,Nigeria,Lagos,Ikorodu
3478,8a858eda5c8863ff015c8d8a12d74ddd,Nigeria,Lagos,Eti-Osa
3479,8a8588235384a58d01538abf515f2c2b,Nigeria,Lagos,Amuwo-Odofin
3480,8a85892854a059ed0154a763515d5c43,Nigeria,Lagos,Kosofe
3481,8a858ed4584472cf0158498a96c2476c,Nigeria,Ogun,Abeokuta South
3482,8a858ee755a0c84a0155b9c44fbe72c9,Nigeria,Lagos,Oshodi-Isolo
3483,8a858f0656b7820c0156c3a11ccf195f,Nigeria,Lagos,Eti-Osa
3484,8a858ff8582fcb86015842f0937e432f,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
3485,8a858f0f5bfd79d2015c0d5202e15752,Nigeria,Rivers,Ikwerre
3486,8a858fcb5c11f481015c136958a75b40,Nigeria,Lagos,Surulere
3487,8a8589c1545181f3015466b5659a4299,Nigeria,Osun,Ede North
3488,8a858f8d56e0c3a70156fc952cf77e8c,Nigeria,Lagos,Lagos Mainland
3489,8a858f305c8dd672015c9bc5e91c1812,Nigeria,Lagos,Oshodi-Isolo
3490,8a858fb65b2020b2015b2024d70705d6,Nigeria,Oyo,Ido
3491,8a858e295b430433015b430c1f9506d6,Nigeria,Lagos,Amuwo-Odofin
3492,8a858e735c5a4bed015c5d3b38ae514f,Ivory Coast,,Abidjan
3493,8a858feb58c565cf0158cbc90faf2903,Nigeria,Ogun,Ifo
3494,8a858f005a04ae6e015a09ba8f581cce,Nigeria,Lagos,Kosofe
3495,8a858f7d5c5e86a8015c5e8a3e1f035f,Nigeria,Lagos,Kosofe
3496,8a858f2e5b81c373015b81c373e60000,Nigeria,Benue,Okpokwu
3497,8a858fe5569398920156a3a9a77b5d02,Nigeria,Lagos,Alimosho
3498,8a858e695d1e075c015d1edb95892ad0,Nigeria,Ogun,Ado-Odo/Ota
3499,8a858e8e59b6ee010159b7177daa162c,Nigeria,Lagos,Surulere
3500,8a858e3f5b6182ee015b61bb07ac273d,Nigeria,Lagos,Shomolu
3501,8a858e0d587161ab01587183d98f06c9,Nigeria,Ondo,Akure South
3502,8a858fca5c35df2c015c39f8efd26149,Nigeria,Lagos,Eti-Osa
3503,8a858f8e5c5f46fc015c636d21887a8e,Nigeria,Oyo,Ibadan North
3504,8a858e935ba4b360015ba4e2f2810e78,Nigeria,Enugu,Nsukka
3505,8a858e5d5c7e25b4015c7fea66825cfe,Nigeria,Ogun,Odeda
3506,8a858fbf5b3a0b46015b3a75f2633e33,Nigeria,Ogun,Ifo
3507,8a858e6c5c88d145015c8cd3a21d61d8,Nigeria,Lagos,Ikeja
3508,8a858f30551130db015512599f923f5a,Nigeria,Ogun,Ado-Odo/Ota
3509,8a858eba5c884d2a015c9847893512ca,Nigeria,Abia,Osisioma Ngwa
3510,8a858fb65b2020b2015b20ce6d4a5e6a,Nigeria,Federal Capital Territory,Gwagwalada
3511,8a858f7d5578012a0155827e94874386,Nigeria,Adamawa,Gireri
3512,8a858e245c214660015c301d19ab184f,Nigeria,Ogun,Obafemi-Owode
3513,8a858ff259d1429e0159d2d0194c4b8e,Nigeria,Kwara,Irepodun
3514,8a858e7b55deef140155e39b490940c9,Nigeria,Kaduna,Kaduna South
3515,8a858f6c570f2d6601571e8ee2d02bde,Nigeria,Lagos,Alimosho
3516,8a858fbf5b3a0b46015b3ac9ef325d05,Nigeria,Lagos,Eti-Osa
3517,8a818926522ea5ef01523aff15c37482,Nigeria,Delta,Oshimili South
3518,8a858f7a58c218eb0158c43474d013a5,Nigeria,Bayelsa,Yenegoa
3519,8a85886f543912e30154391ea6a3015f,Nigeria,Oyo,Ido
3520,8a858e6956939bac01569d5dd0256c09,Nigeria,Bayelsa,Yenegoa
3521,8a858e535bab293b015bae68dbc4622d,Nigeria,Bayelsa,Yenegoa
3522,8a858ed65ac86155015ac97905df519a,Nigeria,Federal Capital Territory,Gwagwalada
3523,8a858fd858d5076d0158e2dd9ded2afa,Nigeria,Akwa Ibom,Uyo
3524,8a858fe957a094e00157af1391dc68d9,Nigeria,Kwara,Ilorin East
3525,8a8588fd53f1099e0153f9f8e4062cf3,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
3526,8a858e0256b781d80156c166816621f9,Nigeria,Lagos,Surulere
3527,8a858e0256b781d80156bd70d9d21225,Nigeria,Lagos,Ojo
3528,8a858f4d5b809e68015b813974bc5538,Nigeria,Lagos,Ifako-Ijaye
3529,8a858fc45c21da6f015c24f0838b380f,Nigeria,Lagos,Surulere
3530,8a858e69566ae5b80156926cd9070009,Nigeria,Lagos,Lagos Mainland
3531,8a858f2c59b21e6e0159b36de4c1628e,Nigeria,Kano,Fagge
3532,8a8588875438ed7e01543d072b3d7baa,Nigeria,Lagos,Ikorodu
3533,8a858ece5cd05041015cd485113f01a2,Nigeria,Lagos,Ikorodu
3534,8a858f3659f9d6dc0159fa2cafe23cc9,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
3535,8a858ede5ca210f0015ca365343066f5,Nigeria,Delta,Uvwie
3536,8a858fe756939bbb0156a9dd11cf4a7c,Nigeria,Anambra,Anambra East
3537,8a858e0256b781d80156be0f99322ae6,Nigeria,Delta,Warri South
3538,8a858ff35c63d750015c65a730ac2e7c,Nigeria,Ogun,Odeda
3539,8a858fc75b90e6b5015b9b821b06328c,Nigeria,Abia,Osisioma Ngwa
3540,8a858e6c5c88d145015c967ac98c63fa,Nigeria,Oyo,Ibadan North
3541,8a858e0d59c9abfc0159cac7fba146ab,Nigeria,Ekiti,Ikere
3542,8a858ee0560bc07701560d3774b0663c,Nigeria,Ekiti,Irepodun/Ifelodun
3543,8a858f115cea8545015ceb7bb25437cb,Nigeria,Lagos,Lagos Island
3544,8a858f315ccb979d015ccf4c25dd439c,Nigeria,Ogun,Ifo
3545,8a858ffd5c8d343d015c92886a4b7724,Nigeria,Lagos,Alimosho
3546,8a858f9f5679951a01567a5b90644817,,,
3547,8a858fa65c7d5535015c7d5ba8a106d6,Nigeria,Lagos,Ikeja
3548,8a858e0256b781d80156c09f1e585c2f,Nigeria,Ondo,Ondo West
3549,8a858e675cc6685e015cc6eb279c3e84,Nigeria,Federal Capital Territory,Bwari
3550,8a858edd5aa92207015aa9221ce30007,Nigeria,Imo,Orlu
3551,8a858f295c8d307f015c9897ad450f86,Nigeria,Lagos,Ikeja
3552,8a858e135c7e2eec015c813211a96674,Nigeria,Kwara,Ilorin West
3553,8a858e135cb22031015cbc509ff86d8f,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
3554,8a858faa56dffac60156f70874ef1dfd,Nigeria,Osun,Boripe
3555,8a858ed1594a282f01594a4d14f50a58,Nigeria,Osun,Ede North
3556,8a858f1e5cc4bc81015cc52a8b01416f,Nigeria,Lagos,Ikeja
3557,8a858f475be98d5f015bebddca3c5216,Nigeria,Edo,Egor
3558,8a858f9f5bd99987015be6ee3a4317c5,Nigeria,Lagos,Apapa
3559,8a858edb5bd936e4015be394167c4698,Nigeria,Ogun,Ifo
3560,8a858e0f5c45466f015c546652e81026,Nigeria,Lagos,Agege
3561,8a858e885c63d379015c6c93c57d5273,Nigeria,Ondo,Akure North
3562,8a858fbd5cd6054a015cd8f744c0531d,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
3563,8a858f6c5b5cff3d015b5d08e3110cd6,Nigeria,Lagos,Ikeja
3564,8a858e675c3fe0a1015c417e73085191,Nigeria,Kaduna,Kaduna South
3565,8a858f885aeb097f015aeb7643ca53f3,Nigeria,Lagos,Ikeja
3566,8a858eb65c3b3074015c44572e8e1e23,Nigeria,Lagos,Surulere
3567,8a858f375b493337015b4943d3aa1027,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
3568,8a858f305cb1ec4e015cb5127be3452a,Nigeria,Lagos,Ikeja
3569,8a858f8d56e0c3a70156fa3aa92e0b00,Nigeria,Lagos,Oshodi-Isolo
3570,8a858f68588604400158968766d72335,Nigeria,Oyo,Lagelu
3571,8a858fc15b68ba6a015b7803816a6145,Nigeria,Lagos,Ikeja
3572,8a858fab5cd5e1a7015cd8dccafc5f05,Nigeria,Lagos,Eti-Osa
3573,8a858f455c59c478015c5a0915f22764,Nigeria,Ogun,Shagamu
3574,8a858f7c59ab662b0159abe159a14a59,Nigeria,Lagos,Alimosho
3575,8a8189f9526ad7de015280bef19d5811,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
3576,8a858ea75b1fd476015b205480bd6adc,Nigeria,Edo,Egor
3577,8a858f2e5c699f3a015c749e4d090695,Nigeria,Ogun,Ifo
3578,8a858f665d5b785d015d5f68ed617390,Nigeria,Lagos,Amuwo-Odofin
3579,8a858e4b5a94ae68015a99e158082f22,Nigeria,Ondo,Akure South
3580,8a858ec75bfd77c4015c03059d72473f,Nigeria,Lagos,Eti-Osa
3581,8a858f265c1c393e015c20a051d858b0,Nigeria,Lagos,Ikorodu
3582,8a858ec35a428dcc015a460e4bbe2929,Nigeria,Oyo,Lagelu
3583,8a858f5d5929e0fd015930a90a110ef4,Nigeria,Osun,Ife Central
3584,8a8588fd53c244bc0153c7d786e9171d,Nigeria,Lagos,Shomolu
3585,8a858eec5d4232a5015d4fbcfe6414ea,Nigeria,Benue,Makurdi
3586,8a85898a53bc15600153cac0a9e906a3,Nigeria,Lagos,Eti-Osa
3587,8a858f6e5a951fc2015a9e1a76993ed7,Nigeria,Kwara,Offa
3588,8a858fe5569398920156b6f3848b4b76,Nigeria,Delta,Oshimili North
3589,8a858efb54ccb4820154cd9a41672ee0,Nigeria,Rivers,Ikwerre
3590,8a858e985ccb51e8015ccbeabb873fae,Nigeria,Kwara,Asa
3591,8a858eb554d4ccaf0154df9262ec4376,Nigeria,Akwa Ibom,Eket
3592,8a858fc95ce99dd6015cee5236477069,Nigeria,Lagos,Surulere
3593,8a8588f853b1b2d40153b2bb48d41263,Nigeria,Oyo,Egbeda
3594,8a858ee45b39aa80015b3d2c44840c87,Nigeria,Lagos,Kosofe
3595,8a858f845d13beed015d167bbf1802b2,Nigeria,Osun,Ilesha West
3596,8a858e955cf51403015cf8234be27d07,Nigeria,Niger,Bosso
3597,8a858fd85507735701550d82f1b723ff,Nigeria,Kaduna,Chikun
3598,8a858fd05bfd7d3c015bfdcdd8e223da,Nigeria,Lagos,Ojo
3599,8a2ad9ce4c453e06014c4b3175e52407,Nigeria,Lagos,Ifako-Ijaye
3600,8a85893d53f104eb0154055224bd3220,Nigeria,Lagos,Ikeja
3601,8a858f7d5cf9aef9015d0bcf7158560d,Nigeria,Lagos,Alimosho
3602,8a858f045bab240c015baf9f84ab6e67,Nigeria,Ogun,Abeokuta South
3603,8a858ec65cf4605b015cf4ed88665334,Nigeria,Sokoto,Dange-Shuni
3604,8a858e235be813f6015be9ec4cdf2666,Nigeria,Niger,Chanchaga
3605,8a858f995d32ae84015d3539f6585536,Nigeria,Niger,Bosso
3606,8a858eb75c21a2b9015c3411a0cc281b,Nigeria,Lagos,Ikeja
3607,8a858e905d41e83b015d487d09274ec7,Nigeria,Oyo,Ibadan North
3608,8a858f1a5bd828f9015bd85e04b824f8,Nigeria,Lagos,Ajeromi-Ifelodun
3609,8a858e5856b7840c0156bcc7ca5f1618,Nigeria,Ekiti,Ado Ekiti
3610,8a858f365668e43901566e36f0ed06d3,Nigeria,Oyo,Ibadan South West
3611,8a858eb85cef9327015cefb8167a1dfe,Nigeria,Oyo,Ibadan South West
3612,8a858ed25ba09f98015ba9a3696f65db,Nigeria,Benue,Makurdi
3613,8a858f005c59e532015c5a89b8405010,Nigeria,Ekiti,Ado Ekiti
3614,8a8589595384a85301539875d3d51e79,Nigeria,Ogun,Ado-Odo/Ota
3615,8a858e94580afa79015829ebf4d974d1,Nigeria,Oyo,Akinyele
3616,8a858e655cd0642d015cd4649feb50cb,Nigeria,Ogun,Odeda
3617,8a858f285c44747f015c4504a17c58cd,Nigeria,Osun,Olorunda
3618,8a858eef5554890501555868a7475f44,Nigeria,Ogun,Ado-Odo/Ota
3619,8a858eb85c5f0e01015c6347b13d5981,Nigeria,Kwara,Ilorin East
3620,8a858e3e5922ba4301592d167a8d19b7,Nigeria,Nassarawa,Keffi
3621,8a858f615623747d01562c548649609d,Nigeria,Lagos,Eti-Osa
3622,8a858ea555d9e6020155f60b676343b3,Nigeria,Plateau,Jos North
3623,8a8588dd54be35520154c05cbe9759e5,Nigeria,Oyo,Lagelu
3624,8a858e205c21d53a015c24b30b8c2f39,Nigeria,Enugu,Enugu North
3625,8a858f685a384e25015a39302e0d48a9,Nigeria,Lagos,Ikorodu
3626,8a85893d53f104eb015409e83f5b166a,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
3627,8a858f975c4582c4015c460343bc3883,Nigeria,Lagos,Amuwo-Odofin
3628,8a858e6d58b0cc520158b12136e119c8,Nigeria,Ogun,Ado-Odo/Ota
3629,8a858fb759878fc90159879cddf605ef,Nigeria,Lagos,Ikorodu
3630,8a858fca5c35df2c015c3700113b4c9d,Nigeria,Kaduna,Chikun
3631,8a858f5f5b39bb0c015b3a38ded96c67,Nigeria,Lagos,Eti-Osa
3632,8a858eb05d2d1297015d317c118f380e,Nigeria,Kwara,Ilorin West
3633,8a858f625d611181015d648a6bed41c8,Nigeria,Lagos,Alimosho
3634,8a858e435bedeb4f015bee72a6153764,Nigeria,Anambra,Awka South
3635,8a858fce5c360eb7015c39ab64e83dd8,Nigeria,Enugu,Enugu North
3636,8a858ee25b34d796015b38a410286d92,Nigeria,Lagos,Alimosho
3637,8a858ee55cb156e6015cb4b3c2271dc0,Nigeria,Lagos,Ikeja
3638,8a858f8d56e0c3a70156e40f165d6f7b,Nigeria,Kwara,Ilorin East
3639,8a858fd458639fcc015864dcf2b55285,Nigeria,Lagos,Alimosho
3640,8a858fab5cd5e1a7015ce4f4759405e8,Nigeria,Lagos,Alimosho
3641,8a858e525cac859d015caee19f745160,Nigeria,Lagos,Amuwo-Odofin
3642,8a858ee755a0c84a0155c0c075543408,Nigeria,Lagos,Ikorodu
3643,8a858ee45a1e6afb015a1fb42e13541f,Nigeria,Lagos,Alimosho
3644,8a858e705b3a03c7015b3ccbeba01c10,Nigeria,Abia,Umuahia North
3645,8a858eed5756fb0e015758826c1076d8,Nigeria,Ogun,Ado-Odo/Ota
3646,8a858e955add2971015ae7ef19787097,Nigeria,Lagos,Amuwo-Odofin
3647,8a858f095c3b2c30015c3cb53f584d24,Nigeria,Kwara,Asa
3648,8a858f7e5c213ef4015c258219290f35,Nigeria,Lagos,Alimosho
3649,8a858edf5c69a538015c77f4b872748b,Nigeria,Ogun,Ifo
3650,8a858f7057b918e40157d465d8725583,Nigeria,Lagos,Eti-Osa
3651,8a858fb557330de10157375c12ec1bff,Nigeria,Ogun,Obafemi-Owode
3652,8a858f7e5c213ef4015c2520556801c1,Nigeria,Oyo,Ibadan North West
3653,8a858e6d5b252065015b29d353784928,Nigeria,Oyo,Ibadan South West
3654,8a85891e53ad0e6b0153b02de6592330,Nigeria,Ogun,Abeokuta South
3655,8a858e4e5b33db76015b33ebabde13b5,Nigeria,Ondo,Akure South
3656,8a858ff45ca0ec96015ca173a34046a4,Nigeria,Imo,Owerri-Municipal
3657,8a858efd5ca70688015ca7ead745627c,Nigeria,Ogun,Ado-Odo/Ota
3658,8a858f0056b7cf8e0156c0b3f1323b0d,Nigeria,Lagos,Shomolu
3659,8a858e9059ff9e79015a020e58724c2e,Nigeria,Oyo,Ido
3660,8a85888c54be35040154c4d992b40fbe,Nigeria,Rivers,Obio/Akpor
3661,8a858fca5c35df2c015c38d68d546e8e,Nigeria,Lagos,Ikorodu
3662,8a858e875c63d395015c73ab361a141b,Nigeria,Rivers,Obio/Akpor
3663,8a858ed45becf685015bed6fceb6498b,Nigeria,Lagos,Oshodi-Isolo
3664,8a858f9158aff6a30158b5f2ff887585,Nigeria,Lagos,Eti-Osa
3665,8a858f665cf43442015cf4504cd91679,Nigeria,Lagos,Badagry
3666,8a858e9d5bfd7037015bfd9fe4ec0ed7,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
3667,8a858e51584a1fc701584a20d4560048,Nigeria,Plateau,Jos South
3668,8a858f1a5ccb60ae015ccf6a6a127aa3,Nigeria,Oyo,Akinyele
3669,8a858e765507208301550ad47dbd0a73,Nigeria,Lagos,Surulere
3670,8a858eb75c21a2b9015c2aff4a5f448a,Nigeria,Federal Capital Territory,Bwari
3671,8a858ffb5b350b52015b385bb95d3a28,Nigeria,Imo,Owerri-Municipal
3672,8a858e455c1bf763015c1c05a746088b,Nigeria,Lagos,Ifako-Ijaye
3673,8a858f78550ba104015514abf59e56b3,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
3674,8a858f975c4582c4015c509c73f62489,Nigeria,Kano,Gwale
3675,8a858fa1590804320159088fd2fa1824,Nigeria,Oyo,Ibadan South West
3676,8a858fe75b48bd45015b48bea120024a,Nigeria,Lagos,Amuwo-Odofin
3677,8a858f225bfdb280015c0742b3c63016,Nigeria,Lagos,Mushin
3678,8a858fbc594a495c01594a5d40b0035c,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
3679,8a858ff9580b881201580bac5a811068,Nigeria,Kwara,Ilorin South
3680,8a858f585bfd6341015c024bcc5369b1,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
3681,8a858f685886044001588b8117fc6188,Nigeria,Lagos,Alimosho
3682,8a858f5e599783c001599c3cf3c00419,Nigeria,Nassarawa,Karu
3683,8a858fd35b3ec939015b3ee758bd2cca,Nigeria,Kwara,Ilorin East
3684,8a85889853f0fbaa0154073e85277d85,Nigeria,Enugu,Enugu North
3685,8a858e0159f57d2c0159f981d9044ac8,Nigeria,Lagos,Eti-Osa
3686,8a858f185b390ca6015b3911a4b90979,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
3687,8a858f965bb63a25015bbc7b99e70180,Nigeria,Rivers,Obio/Akpor
3688,8a858e9b562dc74801562f4b84e3106d,Nigeria,Anambra,Onitsha South
3689,8a858e785c8d9167015c92299ef81a09,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
3690,8a858fee5d1878f4015d1884ac060cde,Nigeria,Ondo,Owo
3691,8a1a1e7e4f707f8b014f797718316cad,Nigeria,Lagos,Kosofe
3692,8a858ef258d4a48b0158e998c5794c1c,Nigeria,Ogun,Abeokuta South
3693,8a858f385b34d285015b351d132b3ae8,Nigeria,Rivers,Obio/Akpor
3694,8a858f2c58dc6e680158ddc5674b32d7,Nigeria,Lagos,Ikeja
3695,8a858f255cb1710a015cc098df8b7fce,Nigeria,Cross River,Calabar-Municipal
3696,8a858f4f552ae10101552bbe69264046,Nigeria,Ogun,Ado-Odo/Ota
3697,8a858f365b2547f3015b2b5c729d5724,Nigeria,Lagos,Ikeja
3698,8a858ff35c63d750015c65b799943098,Nigeria,Lagos,Ikeja
3699,8a858f615578136301557e762f974b9f,Nigeria,Lagos,Oshodi-Isolo
3700,8a858f5e5bedf32a015bee35cb9622df,Nigeria,Oyo,Saki West
3701,8a858fab5cd5e1a7015cdeddd8590ea3,Nigeria,Kano,Kano Municipal
3702,8a858e345be813ea015beb1a5dcc2a2b,Nigeria,Edo,Etsako West
3703,8a858fea5b8c314d015b8d51dc2d7d31,Nigeria,Lagos,Ifako-Ijaye
3704,8a858fcf5b39c3ba015b3baf14b64c62,Nigeria,Lagos,Mushin
3705,8a858e2155defefd0155df432f691e33,Nigeria,Ondo,Akure North
3706,8a858f275c451af5015c4e29f5373134,Nigeria,Lagos,Ifako-Ijaye
3707,8a858f725b49c0c0015b525cb85f0552,Nigeria,Ogun,Abeokuta South
3708,8a858899538ddb8e01539adc8fa174ee,Nigeria,Lagos,Mushin
3709,8a858ff85b339568015b33e96b393bff,Nigeria,Ogun,Ifo
3710,8a858e165ad25487015ad6eb97ee2fbe,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
3711,8a858e685c217d36015c22d730c532f0,Nigeria,Lagos,Ifako-Ijaye
3712,8a858e6f5668e01701566fdae56a620c,Nigeria,Lagos,Ikorodu
3713,8a858f475c11bc72015c11f34af81f66,Nigeria,Delta,Sapele
3714,8a858ec85a8530ec015a8535b0e3029a,Nigeria,Bayelsa,Yenegoa
3715,8a858ee55cb156e6015cbb9fb27c2ad1,Nigeria,Lagos,Shomolu
3716,8a858f375b493337015b4b87fd557c4f,Nigeria,Ogun,Obafemi-Owode
3717,8a858f5f5b39bb0c015b3a2c2e0666e5,Nigeria,Oyo,Egbeda
3718,8a858f6e5a951fc2015a9b293e631f3d,Nigeria,Lagos,Kosofe
3719,8a858f2a5b3f2121015b404cbaab09da,Nigeria,Enugu,Enugu North
3720,8a858f8d56e0c3a70156fe8e28c92bae,Nigeria,Lagos,Lagos Island
3721,8a858fd95c3b5bca015c40f1b1a005ec,Nigeria,Lagos,Eti-Osa
